x,y
2.024113387547786136e+00,5.252580788683023361e-01
2.066282416455031967e+00,8.086981558270572856e-01
2.108451445362277354e+00,8.049008202758793917e-01
2.150620474269522742e+00,9.101200568418456038e-01
2.192789503176768573e+00,6.898134755412931307e-01
2.234958532084013960e+00,4.946362236846577054e-01
2.277127560991259347e+00,8.420322579317446321e-01
2.319296589898505179e+00,9.603895620030968860e-01
2.361465618805750566e+00,5.434281039095670840e-01
2.403634647712995953e+00,6.683947568357843094e-01
2.445803676620241784e+00,5.111793350799227476e-01
2.487972705527487172e+00,6.413023249341227583e-01
2.530141734434733003e+00,4.865617979609253574e-01
2.572310763341978390e+00,7.041412399828183011e-01
2.614479792249223777e+00,3.432403883844458159e-01
2.656648821156469609e+00,4.225911365493058569e-01
2.698817850063714996e+00,5.642661133020272501e-01
2.740986878970960383e+00,5.335700099464338875e-01
2.783155907878206214e+00,5.476583796027914008e-01
2.825324936785451602e+00,2.335472669726658679e-01
2.867493965692696989e+00,3.087027759495444279e-01
2.909662994599942820e+00,1.428865233809976654e-01
2.951832023507188207e+00,2.069818891383495563e-01
2.994001052414434039e+00,2.747981600096753296e-01
3.036170081321679426e+00,-2.509763920415024607e-01
3.078339110228924813e+00,1.675019849036459563e-01
3.120508139136170644e+00,-5.533826738557871827e-02
3.162677168043416032e+00,2.034121593386003374e-03
3.204846196950661419e+00,-1.491512241828101826e-01
3.247015225857907250e+00,7.161284707184079057e-03
3.289184254765152637e+00,-2.162771102381363664e-01
3.331353283672398025e+00,-8.920578457373785908e-02
3.373522312579643856e+00,-4.868839189940868395e-01
3.415691341486889243e+00,-6.000306208626491333e-01
3.457860370394134630e+00,-4.582267317495780645e-02
3.500029399301380462e+00,-3.429157146802095379e-01
3.542198428208625849e+00,-3.876985615526258311e-01
3.584367457115871680e+00,-6.327420802235679265e-01
3.626536486023117067e+00,-1.914274007891360596e-01
3.668705514930362455e+00,-2.847269703851740275e-01
3.710874543837608286e+00,-3.442477293955155671e-01
3.753043572744853673e+00,-6.068798509386731377e-01
3.795212601652099060e+00,-3.608644684947042158e-01
3.837381630559344892e+00,-8.258998700850974650e-01
3.879550659466590279e+00,-1.156808981781189516e+00
3.921719688373835666e+00,-9.132073584758294560e-01
3.963888717281081497e+00,-8.139004180803012245e-01
4.006057746188327329e+00,-8.657673614411942609e-01
4.048226775095572272e+00,-8.805331396905597963e-01
4.090395804002818103e+00,-8.152911899485461023e-01
4.132564832910063934e+00,-9.190886099450897850e-01
4.174733861817308878e+00,-1.179612051904266545e+00
4.216902890724554709e+00,-4.857673641720519075e-01
4.259071919631800540e+00,-7.956647370136701314e-01
4.301240948539045483e+00,-1.037451765399418857e+00
4.343409977446291315e+00,-1.131086501368580466e+00
4.385579006353537146e+00,-1.162735916144521653e+00
4.427748035260782089e+00,-1.202760018660461450e+00
4.469917064168027920e+00,-7.456952390581065293e-01
4.512086093075273752e+00,-1.047825817942588555e+00
4.554255121982518695e+00,-9.831594733989160728e-01
4.596424150889764526e+00,-1.306478694558364406e+00
4.638593179797010357e+00,-1.141712094123847443e+00
4.680762208704255301e+00,-1.288492822257454762e+00
4.722931237611501132e+00,-1.018515155311969789e+00
4.765100266518746963e+00,-9.711758220543915687e-01
4.807269295425991906e+00,-8.375131470337072725e-01
4.849438324333237738e+00,-9.480169678087971841e-01
4.891607353240483569e+00,-9.655698224828028753e-01
4.933776382147729400e+00,-9.930525593640527893e-01
4.975945411054974343e+00,-1.117563146133850882e+00
5.018114439962220175e+00,-9.757988684772193055e-01
5.060283468869466006e+00,-1.000136501669598887e+00
5.102452497776710949e+00,-7.833961804035156629e-01
5.144621526683956780e+00,-9.710436784370474195e-01
5.186790555591202612e+00,-1.113130403768867183e+00
5.228959584498447555e+00,-1.315640393365302696e+00
5.271128613405693386e+00,-1.103357181485901339e+00
5.313297642312939217e+00,-4.654737946844784147e-01
5.355466671220184161e+00,-5.381884087371306968e-01
5.397635700127429992e+00,-3.225487286378367902e-01
5.439804729034675823e+00,-8.368666615056906677e-01
5.481973757941920766e+00,-6.446886963462090669e-01
5.524142786849166598e+00,-9.548233023361485383e-01
5.566311815756412429e+00,-7.703666843613947712e-01
5.608480844663657372e+00,-3.871923806338023466e-01
5.650649873570903203e+00,-8.204810813138923020e-01
5.692818902478149035e+00,-8.568133946931888456e-01
5.734987931385393978e+00,-2.955865604443774775e-01
5.777156960292639809e+00,-6.880307935095696381e-01
5.819325989199885640e+00,-4.041643241317114388e-01
5.861495018107130583e+00,-5.538555640739069030e-01
5.903664047014376415e+00,-5.010101156407251732e-01
5.945833075921622246e+00,-3.653117576629175134e-01
5.988002104828868077e+00,4.107794152238436469e-02
6.030171133736113021e+00,-2.621877271660560393e-01
6.072340162643358852e+00,-2.950214521111006460e-01
6.114509191550604683e+00,-2.972412522259922918e-01
6.156678220457849626e+00,1.547832323174269942e-01
6.198847249365095458e+00,-1.073580860656163649e-01
6.241016278272341289e+00,1.823979645005237293e-02
6.283185307179586232e+00,7.361126174736512540e-02
4.709707238308708632e+00,-2.780860581320578340e-01
5.357742424468913356e+00,2.813540171780648524e-01
5.013252125485817778e+00,3.893756642588596661e-01
4.370897346603004330e+00,6.985533695912158336e-01
4.835074226378406337e+00,9.504491644928261262e-01
5.239692740872626153e+00,9.296483522139328270e-01
4.959827334621545347e+00,1.055202812845836391e+00
4.907317271341643306e+00,1.237604379236451724e+00
4.857232302763329734e+00,2.179635672145348035e+00
4.711646141277672228e+00,2.023413096697495916e+00
4.008219797295526021e+00,2.193320181401699820e+00
4.402468383076158176e+00,2.133147365855134314e+00
4.928188289304856085e+00,2.141591345006650382e+00
4.051235199594888314e+00,2.895669315910407882e+00
4.020735058307408849e+00,3.163812061084402050e+00
4.520146493489832551e+00,2.700362351709994613e+00
3.776208367586134873e+00,2.864125637552051185e+00
3.393057262038828625e+00,3.124414651469730853e+00
3.304497181084561142e+00,3.187871080704112625e+00
3.035579246463355751e+00,3.557258136469680032e+00
3.401371753606774462e+00,3.653122064928738144e+00
3.047345880815651942e+00,3.566636704324424478e+00
2.839014629146826785e+00,3.815020082651949807e+00
3.312282364061267526e+00,4.225917786582056301e+00
2.598206857234818923e+00,4.524487701097802628e+00
2.408959987507133249e+00,4.729190436931482111e+00
2.114197588252429760e+00,4.113573059895681006e+00
2.005661889399208420e+00,5.043960386067102064e+00
1.630398328878518210e+00,4.562846550119288302e+00
1.502336534437517468e+00,4.846459149631603402e+00
1.947102078698863536e+00,4.947726549452079681e+00
1.389532340964426904e+00,5.086158626865785237e+00
1.331066839854583739e+00,4.696176405405422472e+00
1.028926324580855090e+00,4.480501785163881756e+00
8.414207294997091413e-01,4.926376665684491840e+00
9.157451840845503011e-01,4.911430553333735460e+00
7.397685865696154717e-02,5.038727526723752348e+00
-3.592780894597908531e-02,5.060591396451597390e+00
-2.031459905654680598e-01,5.384714963709870794e+00
-9.699149497965491307e-01,5.292910614793078672e+00
-1.418877318217158567e+00,4.512513207823356964e+00
-9.534859569443080440e-01,4.916993337167095746e+00
-8.744732307315146169e-01,4.953415465078821356e+00
-1.189228467801405786e+00,4.435323499439283168e+00
-1.560321443733526436e+00,4.965578794080225400e+00
-1.471379447564942877e+00,4.702639569598808578e+00
-1.827642896905100400e+00,4.960684860321816103e+00
-2.017782326575889407e+00,4.405628456420865646e+00
-2.609347010401731559e+00,5.151251662895058203e+00
-1.655417669430396810e+00,4.610871144248750220e+00
-2.383594662437367617e+00,4.090400733546047718e+00
-3.052405725247138157e+00,3.847590669025127141e+00
-2.790916262312545637e+00,3.963241910638001464e+00
-2.694272661678605463e+00,3.661961983778652119e+00
-2.770906505739108905e+00,3.461273956072175029e+00
-3.083282731820537581e+00,3.920713434512615336e+00
-3.902700697298306487e+00,3.783118167322535363e+00
-3.973905880107646560e+00,3.979707633890081198e+00
-3.921113368998035753e+00,3.132320612215929945e+00
-3.783578170185533107e+00,2.909302922248278023e+00
-3.898645304767934139e+00,2.298984866077587785e+00
-4.184263337364199309e+00,2.536536333946233235e+00
-4.594659030992981563e+00,2.264501652343988258e+00
-4.691461549797621977e+00,2.585452056286743350e+00
-4.607986021883281325e+00,2.296716067995318689e+00
-4.259177610345943776e+00,1.907117791153736475e+00
-4.669807532924917126e+00,2.168078848889054111e+00
-5.473754464558303390e+00,1.617904164711701620e+00
-4.144563504208813143e+00,1.343876322138823021e+00
-5.158235338899455513e+00,1.004232933991443755e+00
-4.770084499658822530e+00,1.138169631089072986e+00
-4.786041215754814893e+00,1.012732172765397509e+00
-5.158601376318677545e+00,1.127131903202597818e-01
-4.810110161879993740e+00,7.574004714447450937e-01
-4.990915042681363545e+00,-1.435016730887198055e-01
-5.830809593310696926e+00,-1.964002554843694570e-01
-5.221227586447768410e+00,3.925020693741115840e-02
-4.888193859382731432e+00,-1.508759479888469035e-01
-5.164561380884321373e+00,-7.809236421580473264e-01
-4.865719190712815667e+00,-8.670653430090193847e-01
-5.246386484440294318e+00,-8.541686135515814682e-01
-4.716134006783299526e+00,-1.729162782433834478e+00
-5.191351302039971749e+00,-1.711279377568453386e+00
-4.540646933059021784e+00,-1.980287848209880686e+00
-5.310977124622587198e+00,-1.827254161514596298e+00
-4.673609658312391169e+00,-1.503402405203304149e+00
-4.309797107473162470e+00,-2.301326594634770295e+00
-4.141843574613337076e+00,-2.454905109994683254e+00
-4.720328187936145170e+00,-2.665347648907185008e+00
-4.063946756755814071e+00,-2.886029969860874012e+00
-4.529530446018775969e+00,-2.621664134805020030e+00
-4.412639107246707937e+00,-3.054508283311735628e+00
-3.519622253282151725e+00,-3.120485121441971543e+00
-3.928568062881658385e+00,-3.870966235005058209e+00
-3.584935363235143946e+00,-3.560520721327627758e+00
-3.322096243199596177e+00,-3.341060512312169273e+00
-3.221128748110813067e+00,-3.560601157477315759e+00
-3.249747953410211387e+00,-4.065093487382785753e+00
-2.740540727329602966e+00,-4.001678736326930164e+00
-3.120311468761800988e+00,-4.359094997946954209e+00
-2.675520756709619086e+00,-4.299408413310906951e+00
-2.425064510419105535e+00,-4.144838724127247964e+00
-2.119637354584448019e+00,-4.694157403363857561e+00
-1.764101553139315604e+00,-4.088266828519470764e+00
-1.404543661708475222e+00,-4.757294568393150236e+00
-1.100695064828276948e+00,-4.470774251269538979e+00
-1.891895046278154524e+00,-4.713445627044466235e+00
-8.461793538017012839e-01,-5.268131345914923713e+00
-8.034211507384311224e-01,-5.374797009875688758e+00
1.571946797320183942e-01,-4.828462594959423981e+00
-1.136023411107877634e-01,-5.001843991081327268e+00
-3.417267387442828319e-01,-5.266348084281259112e+00
-4.551667412333565421e-01,-4.842267312538441004e+00
2.268548619615287365e-01,-5.378334140508498784e+00
2.315222014918023041e-01,-4.758599883887693061e+00
5.202675998091184084e-01,-4.558054422751236068e+00
9.612156723314992934e-01,-5.027287164734957514e+00
7.060330020617677782e-01,-5.068227144045371446e+00
1.282740576150635636e+00,-5.055592126905494865e+00
1.757439639808811016e+00,-5.148481725667332753e+00
1.499434724446458311e+00,-4.808520965581589479e+00
1.016662631805902883e+00,-4.438791735003531969e+00
2.106282910920502793e+00,-5.039749349339459172e+00
2.277359073861703553e+00,-4.172039917775776985e+00
1.930714330948648971e+00,-4.631160321841615080e+00
3.163096565652039338e+00,-4.260651713774347371e+00
3.167990772361001461e+00,-4.128164902492153843e+00
2.375083638644974293e+00,-3.692568870685178251e+00
2.794682130839577727e+00,-3.816729520884685645e+00
3.613804576263729640e+00,-3.477755920122118649e+00
3.046157646071784075e+00,-3.701317767418964344e+00
3.659722844194661207e+00,-3.302929263678366922e+00
3.945141823669328751e+00,-3.665565151798966692e+00
4.260211494843954227e+00,-3.551315680452224122e+00
3.988421368119467569e+00,-2.791520181087660202e+00
4.222918728552262024e+00,-2.577649945521105934e+00
3.948282512273660227e+00,-2.338484865233892318e+00
5.000966451629243359e+00,-2.528262388254428394e+00
4.583932603594520039e+00,-1.986680148724387029e+00
4.192297609418381477e+00,-1.791917682320502081e+00
4.589546339950988596e+00,-1.894399135431535264e+00
4.521541171921694691e+00,-1.711764022670195118e+00
4.725106138671335110e+00,-1.625792264331364922e+00
4.898199643008529947e+00,-1.346631026571478484e+00
4.587299860994495049e+00,-6.466903479170685864e-01
4.790282106742060009e+00,-1.084066366523201985e+00
5.068613660186467307e+00,4.003586477628773288e-02
5.051472105189443340e+00,-5.935873133614425479e-01
4.835669853408353092e+00,-6.509076359155280267e-02
4.689535266243061606e+00,1.858933430910313933e-01
