x,y
4.891607353240483569e+00,-8.626209553172041744e-01
4.933776382147729400e+00,-1.095797180816393990e+00
4.975945411054974343e+00,-8.824931335893517748e-01
5.018114439962220175e+00,-1.136061366139493378e+00
5.060283468869466006e+00,-7.426894670913303242e-01
5.102452497776710949e+00,-7.194470084056288073e-01
5.144621526683956780e+00,-7.780651287240230030e-01
5.186790555591202612e+00,-9.666012177609223377e-01
5.228959584498447555e+00,-9.147470373604872362e-01
5.271128613405693386e+00,-9.603182699756811491e-01
5.313297642312939217e+00,-8.000054669439035093e-01
5.355466671220184161e+00,-6.379983260497551489e-01
5.397635700127429992e+00,-1.057027726436881920e+00
5.439804729034675823e+00,-6.219489988545821024e-01
5.481973757941920766e+00,-7.613856126302136484e-01
5.524142786849166598e+00,-6.026698998438539956e-01
5.566311815756412429e+00,-2.069442690682657404e-01
5.608480844663657372e+00,-8.051362915751779648e-01
5.650649873570903203e+00,-5.798007432623385471e-01
5.692818902478149035e+00,-9.846614457823765765e-02
5.734987931385393978e+00,-6.775125774481407515e-01
5.777156960292639809e+00,-3.113470521959607606e-01
5.819325989199885640e+00,-5.448228362046632078e-01
5.861495018107130583e+00,-4.265230952355616445e-01
5.903664047014376415e+00,-1.955504824274328923e-02
5.945833075921622246e+00,-4.757922652070205038e-01
5.988002104828868077e+00,-3.846971229049772623e-01
6.030171133736113021e+00,-1.340579927654493853e-01
6.072340162643358852e+00,-2.364928878801721701e-01
6.114509191550604683e+00,-1.867069111185968022e-01
6.156678220457849626e+00,-8.578508910636925555e-02
6.198847249365095458e+00,1.870265486877886185e-01
6.241016278272341289e+00,-1.048091566766055083e-01
6.283185307179586232e+00,1.219503672296140817e-01
4.976341964828283615e+00,-3.599265979651741776e-01
4.729225106580360993e+00,-2.871489204267023698e-01
4.684796890910214451e+00,6.032550858657073078e-01
4.788081681164899628e+00,4.869907457545003537e-01
4.674425040621551730e+00,7.964195073491446841e-01
5.195130227319824989e+00,9.727594374849224401e-01
5.250049543853162248e+00,1.011435040925001472e+00
4.768274552112219844e+00,1.766323656008425447e+00
4.230493455351995280e+00,1.695046540210241703e+00
4.415214369518191795e+00,1.638245793245049153e+00
5.199100828786652251e+00,2.519269722128919753e+00
4.687682319660123831e+00,2.660669789849169131e+00
4.066846207989355477e+00,2.354419043411881241e+00
3.983693400350874381e+00,2.612258483718060464e+00
3.824810286309701546e+00,3.133322979898375937e+00
4.498232755675105388e+00,3.222921724468124971e+00
4.259114146129818756e+00,2.977480248396509044e+00
3.482456947457093666e+00,3.185518284714865089e+00
3.679578126859152309e+00,3.191603436309481179e+00
3.456603248845806498e+00,3.668533779017727703e+00
3.720971717642613363e+00,3.744553031729735082e+00
3.171227460379837382e+00,3.491250462137013955e+00
3.376592163973840766e+00,3.828100880301219089e+00
3.415135141891853188e+00,3.683833844455570272e+00
2.419834064584402977e+00,4.542023574486139914e+00
2.727394017818352001e+00,4.608697624261385073e+00
2.315604032592054384e+00,3.940089010265781955e+00
2.123265993996199974e+00,4.190757591934273663e+00
2.104691607792664509e+00,4.412183079589796719e+00
1.202945992444480972e+00,4.957214594240675787e+00
1.570689958946155151e+00,4.480271375116737786e+00
1.200784665270609564e+00,4.521948294956196435e+00
1.138313005454103743e+00,5.057001835751597341e+00
3.712426779173004787e-01,5.105268991024907166e+00
3.750886570624892835e-01,4.931061755031541871e+00
5.988298960642645108e-01,5.328299099216515344e+00
3.648383489061137741e-01,5.293293866847073481e+00
2.016536192738896671e-01,5.371406744874990480e+00
2.060442936006168235e-01,5.189290989250360475e+00
-6.384618777714534676e-01,4.833782250562340899e+00
-7.321790534601944067e-01,4.747247597088231075e+00
-4.205302101801078885e-01,4.981154926339422140e+00
-1.148299200013251697e+00,4.913614561836672223e+00
-1.050941929681610931e+00,4.573202049364069488e+00
-1.418587392406786218e+00,4.670525504662860428e+00
-1.487041880370858493e+00,4.497551794347467435e+00
-1.619556968340855718e+00,5.174925226248820564e+00
-2.000884740124766470e+00,4.690556854648503027e+00
-2.615265125296566850e+00,4.414280948695763485e+00
-2.365036906147573337e+00,4.454690998906506216e+00
-2.530157063594824951e+00,3.863246031582913798e+00
-2.979392413243255433e+00,4.333541682869782363e+00
-2.978858303821808384e+00,4.306778226267491405e+00
-2.783380762254291430e+00,4.132478982637440623e+00
-3.018600276455692288e+00,3.921652324249971233e+00
-3.372051894940454986e+00,4.123049944444438175e+00
-3.198266520297858850e+00,4.071994104557705718e+00
-4.012832321750577691e+00,3.720111689706753655e+00
-3.402450518348131503e+00,3.749634618258697927e+00
-3.694572465274028161e+00,3.287394377324135419e+00
-4.430684898673206362e+00,2.347285065866874909e+00
-4.258183131190236281e+00,3.121754058428678036e+00
-4.306882646346452681e+00,3.013653368460151416e+00
-4.246014887761390355e+00,3.045589208352268873e+00
-4.830923234056984761e+00,1.791264210957179692e+00
-5.021144548187060686e+00,2.349684069588358071e+00
-4.660639800439068559e+00,1.303469250253110889e+00
-4.665025181652901587e+00,1.186443574016601277e+00
-4.264122198122827001e+00,8.180567164951318970e-01
-5.196795905615773314e+00,1.058879567494633189e+00
-4.734969148714465170e+00,9.607853053644195285e-01
-4.943384804736864702e+00,4.979858172503258684e-01
-4.520488480035274037e+00,3.458998540829417712e-01
-4.838951592830714077e+00,6.451387550598570719e-01
-5.056875772515041945e+00,3.152003101650713290e-01
-4.731493515827750684e+00,-6.372429912483585923e-01
-4.417078566767064451e+00,-1.124633966644292604e+00
-4.330736181509585059e+00,-7.228428654852742108e-01
-5.110743333103915376e+00,-9.747830823139849166e-01
-5.122148720924244891e+00,-8.105755914490068159e-01
-5.251543911944103193e+00,-9.369485221375355444e-01
-5.001306668652524046e+00,-1.393675241287347655e+00
-5.007925026353836628e+00,-1.362122850729388324e+00
-4.961071183618132707e+00,-1.945367511520535331e+00
-4.258514946881821750e+00,-2.194468502331603954e+00
-4.091362336957724999e+00,-2.694376901696782234e+00
-4.404570534968791584e+00,-2.807986019439924874e+00
-4.611946685667595247e+00,-2.441131841724283102e+00
-4.086032076457186690e+00,-2.884366830332652398e+00
-3.741708265545093948e+00,-3.443689369183108084e+00
-4.069923884698436467e+00,-3.348229718358264329e+00
-4.294364859577068039e+00,-3.233450583581220616e+00
-3.481258985140375461e+00,-3.887365251625354290e+00
-3.214216840691756616e+00,-3.964384423575381788e+00
-3.689762824825570942e+00,-3.915033752231560804e+00
-3.169435425389902861e+00,-4.055620292158493179e+00
-2.926922634354345742e+00,-3.721659818237314177e+00
-2.581463257946870815e+00,-4.123228451996165056e+00
-3.163752971067774311e+00,-3.573522162256860479e+00
-2.914364481955594943e+00,-4.281860377447603838e+00
-2.212774933771938457e+00,-3.909680174167628586e+00
-2.091946922705407719e+00,-4.364364842197435479e+00
-1.842623632703089820e+00,-4.697222132162496067e+00
-2.069371109433290723e+00,-4.753965734166118118e+00
-1.360595143918623018e+00,-4.260264841718871764e+00
-1.284118160993913849e+00,-4.247323241967460028e+00
-1.042222456637411865e+00,-4.740028907610271958e+00
-1.275144862489985709e+00,-4.467401514394074624e+00
-1.169573045418678126e+00,-5.161934818519559265e+00
-9.873013315482075392e-01,-4.816307644488452944e+00
-5.249833822620646462e-01,-4.754520921909648479e+00
-5.042422116711171576e-01,-4.288107993916174365e+00
3.726514411555706952e-01,-5.079272759044595631e+00
4.017521788601435828e-02,-5.328004197450091795e+00
4.667416232058635428e-01,-4.876571182511249880e+00
1.029070570829151432e+00,-5.112642565773970027e+00
9.634063550722381519e-01,-5.277099100335615134e+00
9.370653597078502095e-01,-4.975857295605315755e+00
1.410841907403314943e+00,-5.303822154494645780e+00
1.472642137348113556e+00,-4.818043474241545887e+00
2.010192004993540671e+00,-4.572197014780918778e+00
1.855484862928305390e+00,-4.461322636359800420e+00
2.302840315677165517e+00,-4.047558510854051939e+00
2.335845750281519972e+00,-4.394122929031131441e+00
2.399358645423111724e+00,-3.778660259048452374e+00
2.334242649186795582e+00,-4.063154529113576885e+00
2.798586680899393109e+00,-4.746362586455808774e+00
3.002325483345361867e+00,-4.166003754864671116e+00
3.297395505078976274e+00,-3.915633734539065269e+00
2.720325828209386287e+00,-3.467442538775511451e+00
3.160914512756718864e+00,-3.550296349895569303e+00
3.014283218354807836e+00,-3.272680749419254465e+00
4.179369374497672318e+00,-3.316280399467152584e+00
3.777388133717343166e+00,-2.910605225921832684e+00
3.912208670552614009e+00,-3.522656034872093223e+00
3.606053096941998604e+00,-2.998737780014655741e+00
3.869264619101295377e+00,-2.819193663530922045e+00
4.640281794127365522e+00,-2.890888548460815777e+00
4.627555870015236827e+00,-1.606295943253357450e+00
4.330937493573786767e+00,-2.053086488316252289e+00
4.901663245231307364e+00,-1.668860999541156076e+00
4.447763317421989271e+00,-1.453714137079106461e+00
4.744769218392811183e+00,-1.288154082850239357e+00
4.992323997440069050e+00,-1.544239260278923442e+00
4.964078870345177918e+00,-5.987777184266735997e-01
5.465148582287580048e+00,-7.434748310386484205e-01
4.918635102958658578e+00,-9.415076736325611595e-02
4.978036528345427314e+00,-3.539220440207041518e-01
4.997464991684509528e+00,-2.804153058227281115e-01
4.530812662055175188e+00,1.929502304245109823e-01
