x,y
8.760345169843319901e-02,5.254864540432340192e+00
5.351551022595346652e-01,4.900871116537300232e+00
9.150578982753959645e-02,4.878748368302868066e+00
-7.558314090255174866e-02,4.811298560257828427e+00
-1.115346955919578775e+00,4.987929529772652693e+00
-5.579034004537153368e-01,5.350963336848148622e+00
-1.325472516930570777e+00,4.847100864376232998e+00
-1.003989624445987605e+00,4.614338259934483766e+00
-1.273499347593604503e+00,4.745391154838977776e+00
-1.706724708698912130e+00,4.870774636966337390e+00
-1.918441692317344849e+00,4.530527960138040378e+00
-1.477318613806794190e+00,4.205217561397972759e+00
-2.091196215639712364e+00,4.017214464578501065e+00
-1.860057099558621196e+00,4.230229417807317205e+00
-2.535754325746461646e+00,4.081474864692167692e+00
-2.574914756771442992e+00,3.992014733824666539e+00
-2.475829526582943529e+00,4.227544094035832423e+00
-3.247783299566066706e+00,3.918699397389703076e+00
-3.134346589038446318e+00,3.492519682502051914e+00
-3.252315250515180889e+00,3.312906605627156331e+00
-3.416916567061616838e+00,3.825751087629566172e+00
-3.412788814850379993e+00,3.908447220590821392e+00
-3.785632143222710244e+00,3.391341677150485179e+00
-4.227588449644859026e+00,3.058233887261294193e+00
-4.186703406876453037e+00,2.657698189584325910e+00
-4.052698310744714760e+00,2.994518333894247597e+00
-4.175909486350960265e+00,2.561220548250824791e+00
-5.283538766680774934e+00,1.886430982180176130e+00
-4.639039098807069550e+00,1.629689374809114577e+00
-4.484228433338304676e+00,2.146763501508567096e+00
-4.495257772425598652e+00,1.856539768984696748e+00
-4.334390826296346866e+00,1.718931796472909834e+00
-5.441729299387737306e+00,9.394648601208511751e-01
-4.850255342152350657e+00,1.167440905236211801e+00
-5.462339071214792341e+00,6.596782865261658912e-01
-4.947908446622371059e+00,5.802536149123038722e-01
-5.584256302251515258e+00,9.327784197693886892e-01
-4.731126530682227660e+00,7.030541663347174008e-01
-4.571513088575149375e+00,3.711212770663326332e-01
-5.376568623975830796e+00,-1.884348659106901969e-01
-5.036064786383147585e+00,-2.531775571613429365e-01
-5.223550396936926354e+00,3.889123797185767284e-02
-5.032884819945832255e+00,-6.616399187783038593e-01
-5.627172729044996657e+00,-1.276543503458953621e+00
-4.192200728838103352e+00,-1.233115301358272076e+00
-4.779265510715991816e+00,-1.383562951457726786e+00
-4.685405659727453376e+00,-1.647467941516961076e+00
-4.674310625497827942e+00,-1.792351038774626204e+00
-4.358383905553637305e+00,-1.792306522274410785e+00
-4.693865013683162779e+00,-2.023848268778943638e+00
-4.257651253462296559e+00,-2.316634349866236509e+00
-4.509958332336964304e+00,-2.419300996134203796e+00
-3.880800503846090876e+00,-3.335367600405175104e+00
-4.111827584887688403e+00,-3.045415307640272573e+00
-3.734861173271022405e+00,-2.882842035648581547e+00
-3.723002964697928352e+00,-3.253160443029704751e+00
-3.682612926061596070e+00,-3.594361578206967334e+00
-3.800462527465967355e+00,-2.913640603274232355e+00
-3.567358542590577386e+00,-3.352862592519690654e+00
-2.674130634941219498e+00,-3.643859407625329894e+00
-2.690295050425625778e+00,-3.760490156514717519e+00
-2.592630680553828615e+00,-3.882097120596647688e+00
-2.370137869235284356e+00,-3.800600828288667632e+00
-2.832170351666128294e+00,-4.104886066795232047e+00
-2.478338911338517914e+00,-4.676822538544109342e+00
-2.281746872551797090e+00,-4.989150823884026309e+00
-2.675881584796524049e+00,-4.345945150714579874e+00
-1.512544254753443784e+00,-5.460414832588556422e+00
-1.629766461527619725e+00,-4.659432802098666393e+00
-1.521119049893159048e+00,-5.076229521186591320e+00
-1.241097570300963238e+00,-5.081052300750886097e+00
-4.354724497216031498e-01,-5.434232055545422213e+00
-4.173099053110435053e-01,-5.081716746309585808e+00
-3.805099546396872867e-01,-4.701038464622322444e+00
-3.335841939713624638e-01,-4.935009304137114583e+00
3.644156720803258254e-01,-5.443212278585774833e+00
2.272867695238685037e-01,-4.984284876358672456e+00
4.900219469150386420e-01,-4.276408873610881400e+00
5.909885173502869016e-01,-5.264168776942452332e+00
6.739119121869452389e-02,-4.721257932851599115e+00
9.798694390470866766e-01,-4.954507770149464640e+00
1.509170654634949482e+00,-4.810523014540605935e+00
1.269396713925293740e+00,-4.890021102473026460e+00
1.073455931439428745e+00,-5.118452718562602755e+00
1.664163437468699991e+00,-4.625232845335562004e+00
2.024747830089976830e+00,-4.354637935499979129e+00
2.047089261278539851e+00,-4.801930526770111562e+00
1.852739952441087246e+00,-4.218115955512603321e+00
2.085050588260155990e+00,-4.569551106045461886e+00
3.235207326625120228e+00,-4.468350349722014059e+00
2.977604195944343779e+00,-4.344899450748551217e+00
3.028845271717017784e+00,-4.328693186030210249e+00
3.147493484052553914e+00,-3.827015692901161614e+00
3.885143300227650531e+00,-3.164970566579125233e+00
3.345594539881193707e+00,-3.951004325531287442e+00
3.966721800267325460e+00,-3.484801116410513711e+00
3.774605230871705075e+00,-3.193743262973643748e+00
4.035980394169580876e+00,-2.933494188694631966e+00
3.972730075123093396e+00,-3.275405999357531517e+00
4.692289573220048027e+00,-2.461089481691291603e+00
4.607129889405408463e+00,-2.924722082211561158e+00
3.838211312569705491e+00,-2.405351805150932609e+00
4.432818180766004978e+00,-1.940231599860578360e+00
4.911969384317165677e+00,-2.213841620173470304e+00
4.841539436501428817e+00,-1.539502680947738122e+00
5.259720082824430598e+00,-1.579121392367283105e+00
4.258548714918257261e+00,-1.533765758625916797e+00
4.619562238658097897e+00,-4.775866508771685615e-01
4.851988398917331580e+00,-1.245164141069543318e+00
4.389908378991209226e+00,-6.700739204546729555e-01
5.122882337466377223e+00,-1.006999542095920575e+00
5.256913262700216194e+00,-6.470016461260469365e-02
5.195556082943028287e+00,1.583671899983364884e-01
4.754941573796711118e+00,1.901903584520786838e-01
